index,artist_name,track_name,danceability,energy,key,loudness,speechiness,accousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_date
501,EXO,Forever,0.609,0.825,8,-3.311,0.0748,0.0588,0,0.35,0.333,144.868,230726,2017-07-18
502,EXO,Diamond,0.734,0.76,0,-4.451,0.0852,0.0113,0,0.408,0.367,132.074,211196,2017-07-18
503,EXO,Touch It,0.703,0.917,5,-3.269,0.115,0.159,0,0.0802,0.874,109.985,209896,2017-07-18
504,EXO,Chill,0.743,0.793,1,-4.944,0.0692,0.23,0,0.108,0.809,120.004,187756,2017-07-18
505,EXO,Walk On Memories,0.73,0.555,7,-7.113,0.0299,0.346,0,0.0786,0.447,113.968,232234,2017-07-18
506,EXO,Going Crazy,0.591,0.782,7,-5.45,0.0389,0.128,0,0.114,0.709,150.09,226062,2017-07-18
507,EXO,The Eve - Chinese Version,0.645,0.699,5,-5.273,0.054,0.0235,0,0.169,0.351,135.053,176026,2017-07-18
508,EXO,Ko Ko Bop - Chinese Version,0.756,0.853,0,-4.365,0.0579,0.0381,2.51e-05,0.0671,0.733,145.962,190423,2017-07-18
509,EXO,What U do? - Chinese Version,0.513,0.837,6,-3.762,0.128,0.00734,0,0.243,0.607,110.001,221349,2017-07-18
510,EXO,Forever - Chinese Version,0.607,0.835,5,-3.281,0.0929,0.0604,0,0.346,0.373,144.633,230726,2017-07-18
511,EXO,Diamond - Chinese Version,0.761,0.747,0,-4.469,0.0916,0.017,0,0.402,0.375,132.054,211196,2017-07-18
512,EXO,Touch It - Chinese Version,0.711,0.909,5,-3.454,0.143,0.198,0,0.0824,0.881,110.035,209896,2017-07-18
513,EXO,Chill - Chinese Version,0.741,0.795,1,-4.722,0.0832,0.234,0,0.138,0.773,119.871,187756,2017-07-18
514,EXO,Walk On Memories - Chinese Version,0.712,0.537,7,-7.165,0.0327,0.408,0,0.0786,0.465,114.019,232234,2017-07-18
515,EXO,Going Crazy - Chinese Version,0.601,0.783,7,-5.508,0.0392,0.123,0,0.11,0.759,149.955,226074,2017-07-18
516,EXO,Lotto,0.798,0.867,11,-3.207,0.0386,0.0618,0,0.193,0.702,99.996,189775,2016-08-18
517,EXO,Lucky One,0.731,0.787,1,-3.95,0.055,0.169,0,0.0892,0.799,120.951,227486,2016-08-18
518,EXO,Monster,0.618,0.76,6,-4.312,0.0596,0.0066,0,0.127,0.541,150.0,221341,2016-08-18
519,EXO,Artificial Love,0.639,0.786,6,-3.767,0.287,0.00936,0,0.0694,0.772,114.181,245773,2016-08-18
520,EXO,Can’t Bring Me Down,0.597,0.938,10,-3.647,0.108,0.191,0,0.257,0.743,87.003,180015,2016-08-18
521,EXO,Cloud 9,0.801,0.726,7,-5.289,0.0751,0.15,0,0.325,0.534,103.017,241396,2016-08-18
522,EXO,She’s Dreaming,0.59,0.639,11,-4.548,0.0427,0.0816,0,0.0788,0.462,72.496,242367,2016-08-18
