date,listeners,rank
2020-10-01,911068,132
2020-10-02,911068,132
2020-10-03,911068,132
2020-10-04,911068,132
2020-10-05,919789,132
2020-10-06,919789,132
2020-10-07,919789,132
2020-10-08,919789,132
2020-10-09,919789,132
2020-10-10,955558,132
2020-10-11,955558,132
2020-10-12,955558,132
2020-10-13,955558,132
2020-10-14,955558,132
2020-10-15,953227,132
2020-10-16,953227,132
2020-10-17,953227,132
2020-10-18,953227,132
2020-10-19,953227,132
2020-10-20,961390,132
2020-10-21,962614,132
2020-10-22,962614,132
2020-10-23,962614,132
2020-10-24,962614,132
2020-10-25,962614,132
2020-10-26,973979,132
2020-10-27,973979,132
2020-10-28,973979,132
2020-10-29,973979,132
2020-10-30,973979,132
2020-10-31,981423,132
2020-11-01,981423,132
2020-11-02,981423,132
2020-11-03,981423,132
2020-11-04,981423,132
2020-11-05,926577,132
2020-11-06,926577,132
2020-11-07,926577,132
2020-11-08,926577,132
2020-11-09,926577,132
2020-11-10,908556,132
2020-11-11,908556,132
2020-11-12,908556,132
2020-11-13,908556,132
2020-11-14,908556,132
2020-11-15,881865,132
2020-11-16,881865,132
2020-11-17,881865,132
2020-11-18,881865,132
2020-11-19,881865,132
2020-11-20,850082,132
2020-11-21,850082,132
2020-11-22,850082,132
2020-11-23,850082,132
2020-11-24,850082,132
2020-11-25,824405,132
2020-11-26,824405,132
2020-11-27,824405,132
2020-11-28,824405,132
2020-11-29,824405,132
2020-11-30,801957,132
2020-12-01,801957,132
2020-12-02,799947,132
2020-12-03,799947,132
2020-12-04,799947,132
2020-12-05,799947,132
2020-12-06,799947,132
2020-12-07,799947,132
2020-12-08,787149,132
2020-12-09,787149,132
2020-12-10,787149,132
2020-12-11,787149,132
2020-12-12,787149,132
2020-12-13,770846,132
2020-12-14,770846,132
2020-12-15,770846,132
2020-12-16,757205,132
2020-12-17,757205,132
2020-12-18,757205,132
2020-12-19,757205,132
2020-12-20,757205,132
2020-12-21,733863,132
2020-12-23,733863,132
2020-12-24,733863,132
2020-12-25,733863,132
2020-12-26,714630,132
2020-12-28,714630,132
2020-12-29,714630,132
2020-12-30,714630,132
2020-12-31,686169,132
2021-01-01,686169,132
2021-01-02,686169,132
2021-01-03,686169,132
