date,listeners,rank
2021-07-29,192776,509
2021-07-30,192776,509
2021-07-31,193171,509
2021-08-01,193118,509
2021-08-02,193118,509
2021-08-03,194848,509
2021-08-04,194948,509
2021-08-05,195081,509
2021-08-06,195117,509
2021-08-07,195117,509
2021-08-08,195087,509
2021-08-09,195102,509
2021-08-10,195453,509
2021-08-11,195357,509
2021-08-12,194960,509
2021-08-13,194374,509
2021-08-14,193416,509
2021-08-15,192972,509
2021-08-16,192716,509
2021-08-17,192716,509
2021-08-18,190580,509
2021-08-19,189199,509
2021-08-20,187779,509
2021-08-21,186144,509
2021-08-22,186144,509
2021-08-23,185154,509
2021-08-24,185224,509
2021-08-25,185263,509
2021-08-26,185175,509
2021-08-27,184976,509
2021-08-28,184617,509
2021-08-29,184422,509
2021-08-30,184101,509
2021-08-31,183946,509
2021-09-01,183737,509
2021-09-02,183356,509
2021-09-03,183143,509
2021-09-04,183097,509
2021-09-05,184211,509
2021-09-06,184997,509
2021-09-07,184956,509
2021-09-08,184946,509
2021-09-09,184976,509
2021-09-10,184809,509
2021-09-11,184991,509
2021-09-12,185435,509
2021-09-13,185451,509
2021-09-14,185475,509
2021-09-15,185978,509
2021-09-16,185978,509
2021-09-17,187776,509
2021-09-18,189316,509
2021-09-19,189706,509
2021-09-20,189590,509
2021-09-21,189466,509
2021-09-22,189801,509
2021-09-23,190083,509
2021-09-24,190489,509
2021-09-25,190819,509
2021-09-26,191328,509
2021-09-27,191578,509
2021-09-28,191574,509
2021-09-29,191989,509
2021-09-30,192388,509
2021-10-01,192917,509
2021-10-02,193359,509
2021-10-03,193164,509
2021-10-04,193178,509
2021-10-05,193339,509
2021-10-06,193821,509
2021-10-07,194324,509
2021-10-08,194809,509
2021-10-09,195182,509
2021-10-10,195214,509
2021-10-11,195789,509
2021-10-12,196399,509
2021-10-13,196356,509
2021-10-14,196208,509
2021-10-15,195857,509
2021-10-16,195123,509
2021-10-17,195123,509
2021-10-18,196281,509
2021-10-19,196627,509
2021-10-20,196383,509
2021-10-21,196701,509
2021-10-22,197027,509
2021-10-23,197274,509
2021-10-24,197198,509
2021-10-25,197516,509
2021-10-26,197639,509
2021-10-27,197839,509
2021-10-28,197799,509
2021-10-29,197947,509
2021-10-30,198216,509
2021-10-31,198398,509
2021-11-01,198773,509
2021-11-02,199004,509
2021-11-03,199107,509
2021-11-04,198910,509
2021-11-05,198677,509
2021-11-06,198684,509
2021-11-07,198401,509
2021-11-08,198367,509
2021-11-09,198411,509
2021-11-10,198649,509
2021-11-11,198936,509
2021-11-12,199175,509
2021-11-13,199486,509
2021-11-14,199557,509
2021-11-15,199603,509
2021-11-16,199562,509
2021-11-18,200093,509
2021-11-19,200195,509
2021-11-22,200247,509
2021-11-25,199245,509
2021-11-28,198102,509
2021-11-30,196633,509
2021-12-01,196244,509
2021-12-02,195933,509
2021-12-03,196190,509
2021-12-04,196558,509
2021-12-05,196943,509
2021-12-07,197062,509
2021-12-08,197156,509
2021-12-09,197166,509
2021-12-10,196837,509
2021-12-12,197583,509
2021-12-13,199073,509
2021-12-15,201224,509
2021-12-16,203750,509
2021-12-17,203750,509
2021-12-18,204644,509
2021-12-19,205785,509
2021-12-20,207166,509
2021-12-21,207901,509
2021-12-22,208686,509
2021-12-23,209611,509
2021-12-24,210268,509
2021-12-25,210795,509
2021-12-26,210786,509
2021-12-27,210516,509
2021-12-28,210994,509
2021-12-29,211291,509
2021-12-30,211432,509
2021-12-31,211911,509
2022-01-01,212281,509
2022-01-02,212374,509
2022-01-03,211856,509
2022-01-04,212049,509
2022-01-05,211994,509
2022-01-06,211913,509
2022-01-07,212564,509
2022-01-08,212571,509
2022-01-10,211376,509
2022-01-11,210597,509
2022-01-13,208644,509
2022-01-14,207447,509
2022-01-15,206410,509
2022-01-16,205103,509
2022-01-17,204034,509
2022-01-18,203096,509
2022-01-19,202751,509
2022-01-20,201606,509
2022-01-21,200757,509
2022-01-22,200057,509
2022-01-23,199503,509
2022-01-24,199943,509
2022-01-25,199730,509
2022-01-26,199274,509
