date,followerstolistenersratio,followerstolistenersratiodifference
2020-05-30,138.87,-13.5
2020-05-31,138.87,0
2020-06-01,139.10,0.22999999999998977
2020-06-02,138.87,-0.22999999999998977
2020-06-03,138.87,0
2020-06-04,87.94,-50.93000000000001
2020-06-05,87.94,0
2020-06-06,87.94,0
2020-06-07,87.94,0
2020-06-08,87.94,0
2020-06-09,71.12,-16.819999999999993
2020-06-10,71.12,0
2020-06-11,71.21,0.0899999999999892
2020-06-12,71.12,-0.0899999999999892
2020-06-14,65.90,-5.219999999999999
2020-06-15,65.90,0
2020-06-16,65.90,0
2020-06-17,65.90,0
2020-06-18,65.90,0
2020-06-19,61.57,-4.330000000000005
2020-06-20,61.57,0
2020-06-21,61.57,0
2020-06-22,61.57,0
